smiles,value,unit,measurements,value_std,value_range,is_unstable
COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O,-1.765668554759014,pIC50,1,0.0,0.0,False
COc1ccc2c(c1O)-c1c(O)c(OC)cc3c1C(C2)[N+](C)(C)CC3,7.5100480883098895,pIC50,1,0.0,0.0,False
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,7.580712266871665,pIC50,1,0.0,0.0,False
Cc1cc(O)cc2c1OC1(C)CCC3C(C)(CCC4C(C)(C)C(O)CCC43C)C1C2,10.077450979992872,pIC50,2,0.10953222632500617,0.15490195998574308,False
NCCCCC(NC(=O)C(N)CCC(=O)O)C(=O)O,-3.3757715369007224,pIC50,1,0.0,0.0,False
O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1,0.3372421683184259,pIC50,1,0.0,0.0,False
O=C(C=Cc1ccc(O)c(O)c1)OCc1ccccc1,-0.5865873046717549,pIC50,1,0.0,0.0,False
O=C(C=Cc1ccc(O)cc1)OCC1OC(Oc2cc3c(cc2O)CC(C(=O)[O-])[N+]3=CC=C2C=C(C(=O)O)NC(C(=O)O)C2)C(O)C(O)C1O,5.386158178123931,pIC50,1,0.0,0.0,False
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,-1.8027737252919755,pIC50,1,0.0,0.0,False
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,-2.748962861256161,pIC50,1,0.0,0.0,False
O=C(CCc1ccc(O)cc1)c1c(O)cc(OC2OC(CO)C(O)C(O)C2O)cc1O,-2.214843848047698,pIC50,1,0.0,0.0,False
O=C(O)C1=CC(=CC=NC(Cc2ccc(O)c(O)c2)C(=O)O)CC(C(=O)O)N1,5.38933983691012,pIC50,1,0.0,0.0,False
O=C(O)C1=CC(=CC=[N+]2c3cc(O)c(OC4OC(CO)C(O)C(O)C4OC4OC(C(=O)O)C(O)C(O)C4O)cc3CC2C(=O)[O-])CC(C(=O)O)N1,5.07727454200674,pIC50,1,0.0,0.0,False
O=C(O)C1=NC(C(=O)O)CC(C=CN2c3cc(O)c(OC4OC(CO)C(O)C(O)C4O)cc3CC2C(=O)O)=C1,5.311580177997289,pIC50,1,0.0,0.0,False
O=C(O)C1=NC(C(=O)O)CC(C=CN2c3cc(O)c(OC4OC(CO)C(O)C(O)C4OC4OC(C(=O)O)C(O)C(O)C4O)cc3CC2C(=O)O)=C1,5.078313524516398,pIC50,1,0.0,0.0,False
O=C(O)C1=NC(C(=O)O)CC(C=CN2c3cc(OC4OC(CO)C(O)C(O)C4O)c(O)cc3CC2C(=O)O)=C1,5.474955192963154,pIC50,1,0.0,0.0,False
O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC(C2O)C1O)c1cc(O)c(O)c(O)c1,-0.2304489213782739,pIC50,1,0.0,0.0,False
O=C1OC2C3COC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC2C(OC(=O)c2cc(O)c(O)c4c2C2C1=CC(=O)C(O)(O4)C2(O)O)C(OC(=O)c1cc(O)c(O)c(O)c1)O3,0.3979400086720376,pIC50,1,0.0,0.0,False
O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,5.505159529151221,pIC50,1,0.0,0.0,False
O=C1c2c(O)cc(O)cc2OC(c2cc(O)c(O)c(O)c2)C1O,-1.0086001717619175,pIC50,1,0.0,0.0,False
O=c1cc(-c2ccc(O)c(O)c2-c2c(O)cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc23)oc2cc(O)cc(O)c12,-2.2392994791268923,pIC50,1,0.0,0.0,False
O=c1cc(CO)occ1O,7.07727454200674,pIC50,1,0.0,0.0,False
O=c1ccc2cc(O)c(O)cc2o1,7.598944274228156,pIC50,1,0.0,0.0,False
O=c1ccc2ccc(O)c(O)c2o1,4.686132779630847,pIC50,1,0.0,0.0,False
O=c1oc2cc(O)ccc2c2ccc(O)cc12,0.22184874961635637,pIC50,1,0.0,0.0,False
OCC(Cc1cccc(O)c1)C(CO)Cc1cccc(O)c1,5.593998572479126,pIC50,1,0.0,0.0,False
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,4.893076497327726,pIC50,2,0.34957228957745634,0.49436987295025414,False
Oc1cc(O)c2oc3cc(O)c4oc5cc(O)cc(O)c5oc4c3oc2c1,8.05551732784983,pIC50,1,0.0,0.0,False
Oc1ccc(C2Oc3cc(O)c4c5c3C2c2cc(O)cc(O)c2C(c2ccc(O)cc2)C5C(c2ccc(O)cc2)C4c2cc(O)cc(O)c2)cc1,6.732593581247096,pIC50,1,0.0,0.0,False
Oc1ccc(C2c3c(O)cc(O)cc3C3c4c(O)cc(O)cc4C2C3c2ccc(O)cc2)cc1,6.682981898951889,pIC50,1,0.0,0.0,False
Oc1ccc(C=Cc2cc(O)cc3c2C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O3)cc1,7.204119982655925,pIC50,1,0.0,0.0,False
Oc1cccc(O)c1O,-0.3222192947339193,pIC50,1,0.0,0.0,False
